"cycle","individual","origin_busstop","destin_busstop","origin_zone","destin_zone","trip_type","busline","direction","bus_distance","walk_distance","wait_time","board_time","arrival_time"
960,38205,66,1,7,1,3,"L4",2,2076,101,8660,8710,9380
960,74705,52,368,23,8,1,"L9",1,18557,430,1800,1830,9380
960,61545,1655,368,21,8,1,"L9",1,17078,222,2400,2690,9380
960,61140,1656,368,21,8,1,"L9",1,16558,0,2400,2880,9380
960,74945,156,58,23,21,2,"L13",1,6267,0,0,670,2180
960,74945,59,368,27,8,3,"L9",1,14854,383,2180,3410,9380
960,61241,58,368,21,8,1,"L9",1,15564,505,1800,3410,9380
960,39985,1339,1343,9,5,2,"L4",2,1608,0,4800,4810,5310
960,39985,1330,368,5,8,3,"L9",1,7921,222,5310,6220,9380
960,53085,1691,368,2,8,1,"L9",1,5887,247,6600,6900,9380
960,10067,1691,368,2,8,1,"L9",1,5887,383,6000,6900,9380
960,837,1695,368,1,8,1,"L9",1,4130,230,7200,7860,9380
960,1534,1695,368,1,8,1,"L9",1,4130,230,7200,7860,9380
960,42148,111,45,10,23,1,"L13",2,18775,340,3600,4080,9390
960,42052,1339,66,9,7,2,"L4",2,5198,70,4800,4810,6380
960,42052,180,45,7,23,3,"L13",2,9723,101,6380,6800,9390
960,98584,40,45,27,23,1,"L13",2,5554,302,8400,8420,9390
960,49590,224,228,11,22,2,"L16",1,2296,118,7800,7840,8480
960,49590,504,982,22,21,3,"L3",2,1881,118,8480,8840,9390
960,38906,1338,1343,9,5,2,"L4",2,1881,0,6000,6290,7250
960,38906,1330,1693,5,2,3,"L7",2,3402,41,7250,7770,9390
960,71568,1652,1695,23,1,1,"L9",1,14895,0,3000,3640,9390
960,71461,1652,1695,23,1,1,"L9",1,14895,214,3600,3640,9390
960,58380,1654,1695,21,1,1,"L9",1,14379,8,3600,4010,9390
960,57346,1654,1695,21,1,1,"L9",1,14379,385,3600,4010,9390
960,57973,399,1695,21,1,1,"L9",1,12990,8,4200,4740,9390
960,57396,399,1695,21,1,1,"L9",1,12990,311,4200,4740,9390
960,57173,399,1695,21,1,1,"L9",1,12990,8,4200,4740,9390
960,58415,58,1695,21,1,1,"L9",1,12486,8,4200,5060,9390
960,66801,254,180,22,7,2,"L23",2,4380,87,4200,4720,5850
960,66801,18,1695,6,1,3,"L9",1,7330,70,5850,6630,9390
960,46456,11,18,10,6,2,"L1",1,3029,245,3600,3750,5000
960,46456,18,1695,6,1,3,"L9",1,7330,114,5000,6630,9390
960,89172,73,18,26,6,2,"L11",1,9977,0,2400,2460,4850
960,89172,18,1695,6,1,3,"L9",1,7330,8,4850,6630,9390
960,54413,289,294,16,16,2,"L17",2,14255,235,5400,6470,7510
960,54413,1691,1695,2,1,3,"L9",1,2809,181,7510,8330,9390
960,85487,302,363,25,8,1,"L20",2,17187,376,4200,4390,9410
960,91333,302,363,25,8,1,"L20",2,17187,760,3600,4540,9410
960,91220,302,363,25,8,1,"L20",2,17187,617,3600,4540,9410
960,91184,76,363,26,8,1,"L20",2,14183,50,4800,5400,9410
960,51437,83,363,13,8,1,"L20",2,9343,289,6600,6660,9410
960,1107,380,363,1,8,1,"L20",2,7465,203,5400,7100,9410
960,1639,380,363,1,8,1,"L20",2,7465,0,6600,7100,9410
960,1160,380,363,1,8,1,"L20",2,7465,217,5400,7100,9410
960,1034,380,363,1,8,1,"L20",2,7465,74,5400,7100,9410
960,63933,399,400,21,21,1,"L21",2,5223,0,7800,8210,9410
960,29438,369,390,8,8,1,"L7",1,2225,358,7800,8290,9410
960,88048,301,303,25,26,2,"L18",1,1649,67,8400,8590,9000
960,88048,71,73,25,26,3,"L11",1,784,67,9000,9050,9420
960,27170,1673,1677,8,1,1,"L7",1,4948,100,5400,7200,9420
960,27172,369,1677,8,1,1,"L7",1,4470,0,5400,7550,9420
960,20582,381,387,4,8,2,"L6",2,4278,0,4800,5220,6630
960,20582,369,1677,8,1,3,"L7",1,4470,0,6630,7550,9420
960,26651,369,1677,8,1,1,"L7",1,4470,246,6600,7550,9420
960,40535,110,1696,18,8,1,"L7",2,11905,186,3000,4210,9420
960,39935,110,1696,18,8,1,"L7",2,11905,91,4200,4210,9420
960,44910,319,1696,10,8,1,"L7",2,8335,12,4800,5800,9420
960,53053,1691,1696,2,8,1,"L7",2,5221,357,6600,7230,9420
960,53191,292,294,16,16,2,"L262",2,1508,173,5400,5410,5600
960,53191,1691,1696,2,8,3,"L7",2,5221,173,5600,7230,9420
960,10045,1692,1696,2,8,1,"L7",2,4872,0,7200,7510,9420
960,86506,68,18,25,6,2,"L11",1,11544,100,3600,3600,6760
960,86506,771,267,6,16,3,"L28",1,16814,34,6760,8050,9430
960,69723,250,66,22,7,2,"L16",2,7241,70,3600,4950,7560
960,69723,771,267,6,16,3,"L28",1,16814,103,7560,8050,9430
960,2217,1,1332,1,9,1,"L4",1,5169,45,7200,7200,9430
960,1933,1,1332,1,9,1,"L4",1,5169,340,7200,7200,9430
960,18004,2,1332,7,9,1,"L4",1,4912,234,6000,7470,9430
960,2684,1,7,1,6,1,"L1",1,3664,775,7800,8250,9440
960,76488,158,18,23,6,2,"L13",1,11234,123,4200,4290,7220
960,76488,18,217,6,18,3,"L15",1,7840,87,7220,7350,9440
960,74319,767,32,23,7,1,"L5",2,10372,97,5400,5680,9440
960,76821,52,1657,23,21,1,"L6",2,3247,430,7200,8000,9440
960,82387,411,741,24,23,2,"L27",1,2176,79,4800,4880,5460
960,82387,52,1657,23,21,3,"L6",2,3247,144,5460,8000,9440
960,41045,1338,322,9,6,2,"L4",2,4620,149,6000,6290,8200
960,41045,619,265,6,16,3,"L262",1,4921,249,8200,8420,9450
960,7527,1,1663,1,24,1,"L66",1,10251,0,4800,5510,9450
960,7473,1,1663,1,24,1,"L66",1,10251,340,4800,5510,9450
960,7110,1,1663,1,24,1,"L66",1,10251,340,4800,5510,9450
960,15785,352,362,16,3,2,"L2",2,3227,241,3000,3050,5450
960,15785,2,1663,7,24,3,"L66",1,9994,93,5450,5700,9450
960,54059,291,619,16,6,2,"L261",2,3897,200,5400,5440,6230
960,54059,18,1663,6,24,3,"L66",1,8447,70,6230,6350,9450
960,50194,255,36,11,12,2,"L30",1,8482,71,5400,5450,6480
960,50194,36,1663,12,24,3,"L66",1,6563,0,6480,7030,9450
960,35951,388,40,8,27,2,"L9",2,15035,233,1800,2040,7730
960,35951,40,1663,27,24,3,"L66",1,4091,0,7730,7840,9450
960,99285,191,1663,27,24,1,"L66",1,2630,0,8400,8410,9450
960,95822,303,77,26,26,1,"L20",2,2673,0,8400,8410,9460
960,4421,1,954,1,21,1,"L3",1,9384,45,4800,6160,9460
960,21608,375,506,4,1,2,"251",2,626,249,5400,5560,5740
960,21608,2,954,7,21,3,"L3",1,9127,0,5740,6160,9460
960,93153,74,2,26,7,2,"L11",1,8638,0,1800,1830,3820
960,93153,2,954,7,21,3,"L3",1,9127,0,3820,6350,9460
960,56858,81,2,20,7,2,"L11",1,5918,27,4800,5130,6340
960,56858,2,954,7,21,3,"L3",1,9127,0,6340,6350,9460
960,13005,355,362,2,3,2,"L2",2,2175,93,2400,3930,5450
960,13005,2,954,7,21,3,"L3",1,9127,93,5450,6350,9460
960,13279,355,362,2,3,2,"L2",2,2175,93,3000,3930,5450
960,13279,2,954,7,21,3,"L3",1,9127,93,5450,6350,9460
960,53677,289,66,16,7,2,"L17",2,16778,132,4200,4530,6370
960,53677,18,954,6,21,3,"L3",1,7580,100,6370,7070,9460
960,53784,291,66,16,7,2,"L17",2,5183,70,3600,3630,5230
960,53784,18,954,6,21,3,"L3",1,7580,70,5230,7070,9460
960,60842,983,28,21,6,2,"L3",2,5533,177,4200,6810,8490
960,60842,28,30,6,7,3,"L1",2,1697,180,8490,8990,9470
960,81561,158,18,23,6,2,"L13",1,11234,244,3600,4100,7220
960,81561,180,222,7,11,3,"L23",1,2715,0,7220,8580,9470
960,23794,1344,66,5,7,2,"L4",2,3590,70,6600,7510,8420
960,23794,180,222,7,11,3,"L23",1,2715,164,8420,8580,9470
960,8866,32,92,7,26,1,"L11",2,7168,304,6000,7530,9490
960,16774,354,32,2,7,2,"L2",2,3070,0,1800,3610,5940
960,16774,32,92,7,26,3,"L11",2,7168,0,5940,7530,9490
960,86309,71,18,25,6,2,"L11",1,10553,261,4800,5280,8620
960,86309,18,23,6,10,3,"L15",1,3222,338,8620,8810,9490
960,25196,5,234,6,19,1,"L16",1,7422,0,7200,7330,9490
960,88318,299,306,25,26,1,"L18",1,3499,107,7200,7960,9490
960,59318,982,1,21,1,2,"L3",2,9483,30,1200,3320,6040
960,59318,1,346,1,2,3,"L2",1,3548,131,6040,6420,9490
960,67196,254,1,22,1,2,"L16",2,6656,0,2400,2670,4650
960,67196,1,346,1,2,3,"L2",1,3548,0,4650,6420,9490
960,23248,1342,1,5,1,2,"L4",2,5501,324,600,2610,4370
960,23248,1,346,1,2,3,"L2",1,3548,0,4370,6420,9490
960,73198,766,1,23,1,2,"L5",2,11012,0,0,150,3860
960,73198,1,346,1,2,3,"L2",1,3548,0,3860,6420,9490
960,52805,291,294,16,16,1,"L262",2,2660,340,7800,8970,9490
960,52869,292,294,16,16,1,"L262",2,1508,660,9000,9190,9490
960,6139,1,740,1,23,1,"L5",1,8917,45,5400,6150,9490
960,98982,408,740,27,23,1,"L5",1,1702,0,7800,8710,9490
960,62995,983,28,21,6,2,"L3",2,5533,42,3600,6810,8490
960,62995,6,10,6,11,3,"L1",1,2105,42,8490,8700,9500
960,76183,158,63,23,12,1,"L5",2,5687,260,7200,7300,9500
960,5415,1678,49,1,22,1,"L9",2,14625,70,3600,3700,9500
960,98800,207,60,27,12,2,"L14",2,3711,388,5400,6210,7440
960,98800,39,49,12,22,3,"L9",2,4937,84,7440,7500,9500
960,8944,1,190,1,27,1,"L14",1,7261,9,6600,7220,9510
960,52875,281,294,16,16,1,"L17",2,19302,622,5400,7010,9510
960,52815,284,294,16,16,1,"L17",2,18494,588,7200,7340,9510
960,52771,287,294,16,16,1,"L17",2,15536,347,7800,8000,9510
960,54479,289,294,16,16,1,"L17",2,14255,1029,7800,8390,9510
960,97298,206,64,27,7,1,"L14",2,6220,19,6600,7050,9520
960,44540,162,322,10,6,1,"L36",2,2996,279,7800,8700,9520
960,5402,376,48,1,22,1,"L6",1,12711,0,4800,4990,9520
960,26109,64,22,7,10,1,"L13",1,5948,83,7200,8120,9530
960,40793,1340,66,9,7,2,"L4",2,4858,70,6600,6670,8420
960,40793,18,22,6,10,3,"L13",1,4505,106,8420,8660,9530
960,38342,1179,111,18,10,2,"L36",2,3061,202,2400,4080,4690
960,38342,111,1694,10,1,3,"L7",2,8135,0,4690,5840,9530
960,37899,317,1694,10,1,1,"L7",2,5568,305,6600,6990,9530
960,48817,258,66,11,7,2,"L16",2,3765,70,6000,6560,7560
960,48817,18,23,6,10,3,"L1",2,4344,136,7560,8360,9540
960,11402,295,619,2,6,2,"L262",2,1237,172,7200,7650,8250
960,11402,18,23,6,10,3,"L1",2,4344,70,8250,8360,9540
960,62322,55,66,21,7,2,"L10",2,9640,288,5400,5480,7690
960,62322,311,1162,6,9,3,"L36",1,6612,0,7690,7780,9540
960,2209,1677,320,1,10,2,"L9",2,5446,40,4800,4800,6870
960,2209,314,1162,10,9,3,"L36",1,5487,70,6870,8220,9540
960,40712,1341,320,9,10,2,"L4",2,2157,79,6600,6970,7790
960,40712,314,1162,10,9,3,"L36",1,5487,70,7790,8220,9540
960,1674,1678,1345,1,5,2,"L7",1,4402,140,4800,5000,6860
960,1674,314,1162,10,9,3,"L36",1,5487,70,6860,8350,9540
960,11137,1680,1345,2,5,2,"L7",1,3370,70,4800,5540,6860
960,11137,314,1162,10,9,3,"L36",1,5487,70,6860,8350,9540
960,66108,54,58,21,21,1,"L10",2,4545,122,7800,8800,9550
960,2522,380,387,1,8,2,"L20",2,4819,82,2400,2540,3760
960,2522,369,163,8,9,3,"L7",1,10169,182,3760,4770,9550
960,53561,266,269,16,16,1,"L17",1,13469,57,9000,9040,9560
960,16515,860,771,16,6,2,"L28",2,2067,450,4800,5580,6020
960,16515,66,95,7,26,3,"L11",2,9726,101,6020,6920,9570
960,8254,376,92,1,26,2,"L20",1,6785,0,5400,6420,8070
960,8254,93,95,26,26,3,"L11",2,1148,0,8070,9190,9570
960,1722,1,1333,1,9,1,"L4",1,5509,0,7200,7200,9570
960,91978,76,2,26,7,2,"L11",1,7769,316,4200,4530,6340
960,91978,2,1333,7,9,3,"L4",1,5252,0,6340,7470,9570
960,75433,157,18,23,6,2,"L13",1,11439,14,3600,3970,7220
960,75433,18,1333,6,9,3,"L4",1,3705,0,7220,8070,9570
960,97887,207,66,27,7,2,"L14",2,7655,70,4200,4200,6510
960,97887,18,1333,6,9,3,"L4",1,3705,70,6510,8070,9570
960,75577,156,66,23,7,2,"L5",2,8311,70,4800,4810,7520
960,75577,18,1333,6,9,3,"L4",1,3705,0,7520,8070,9570
960,75600,158,180,23,7,2,"L27",2,7035,290,4800,4840,6500
960,75600,18,1333,6,9,3,"L4",1,3705,0,6500,8070,9570
960,30998,1673,1343,8,5,2,"L7",1,8672,0,4200,4500,8460
960,30998,1330,1333,5,9,3,"L4",1,1218,0,8460,9110,9570
960,30864,369,1343,8,5,2,"L7",1,8194,0,4200,4770,8460
960,30864,1330,1333,5,9,3,"L4",1,1218,0,8460,9110,9570
960,4682,1677,398,1,21,1,"L9",2,12256,0,3600,4800,9570
960,4568,1677,398,1,21,1,"L9",2,12256,587,3600,4800,9570
960,4016,1677,398,1,21,1,"L9",2,12256,393,4200,4800,9570
960,4321,1678,398,1,21,1,"L9",2,11794,0,4200,5290,9570
960,23919,1345,398,5,21,1,"L9",2,7640,587,6600,6870,9570
960,41499,110,1328,18,5,2,"L7",2,4319,91,4200,4210,5920
960,41499,320,398,10,21,3,"L9",2,7394,329,5920,6870,9570
960,41226,1179,18,18,6,2,"L38",2,7307,202,4800,5750,7430
960,41226,180,398,7,21,3,"L9",2,5559,390,7430,7460,9570
960,41559,1179,18,18,6,2,"L38",2,7307,329,4200,5750,7430
960,41559,180,398,7,21,3,"L9",2,5559,390,7430,7460,9570
960,26249,35,398,7,21,1,"L9",2,4211,201,7200,8170,9570
960,51620,38,398,12,21,1,"L9",2,2612,357,7800,8720,9570
960,51653,39,398,12,21,1,"L9",2,2106,303,7800,8900,9570
960,82401,459,464,24,27,2,"L22",2,2231,206,7200,7350,8180
960,82401,41,398,21,21,3,"L9",2,994,0,8180,9330,9570
960,3967,1,41,1,21,1,"L10",1,6881,340,6600,7310,9580
960,22973,375,506,4,1,2,"L25",2,626,170,6000,6080,6230
960,22973,2,41,7,21,3,"L10",1,6624,203,6230,7310,9580
960,22978,542,506,4,1,2,"L33",2,558,249,6600,6610,6800
960,22978,2,41,7,21,3,"L10",1,6624,162,6800,7310,9580
960,95673,301,303,25,26,2,"L18",1,1649,173,8400,8590,9000
960,95673,71,74,25,26,3,"L11",1,1588,67,9000,9050,9580
960,42043,177,181,9,23,1,"L13",2,17138,69,4200,4920,9580
960,64232,44,181,21,23,1,"L13",2,1854,562,7800,9080,9580
960,69492,254,259,22,11,1,"L23",2,2651,59,9000,9000,9580
960,7058,1,183,1,23,1,"L5",1,9102,0,6000,6150,9580
960,6433,1,183,1,23,1,"L5",1,9102,203,6000,6150,9580
960,5955,1,183,1,23,1,"L5",1,9102,340,5400,6150,9580
960,19604,2,183,7,23,1,"L5",1,8845,381,6000,6360,9580
960,51853,39,183,12,23,1,"L5",1,3658,19,7800,8060,9580
960,8071,32,94,7,26,1,"L11",2,8108,259,6600,7530,9590
960,8650,32,94,7,26,1,"L11",2,8108,300,7200,7530,9590
960,16331,356,32,2,7,2,"L2",2,2766,0,3000,4090,5940
960,16331,32,94,7,26,3,"L11",2,8108,41,5940,7530,9590
960,8829,32,94,7,26,1,"L11",2,8108,523,7200,7530,9590
960,88047,302,307,25,26,1,"L18",1,2682,32,8400,8590,9590
960,78691,769,462,23,27,1,"L27",2,2520,18,7200,8310,9590
960,78599,158,462,23,27,1,"L27",2,1974,187,8400,8820,9590
960,69868,503,983,22,21,1,"L3",2,2933,177,6600,8430,9590
960,69908,503,983,22,21,1,"L3",2,2933,385,7800,8430,9590
960,69886,504,983,22,21,1,"L3",2,2580,621,8400,8840,9590
960,89313,76,2,26,7,2,"L11",1,7769,122,1800,2030,3820
960,88848,76,2,26,7,2,"L11",1,7769,177,1800,2030,3820
960,20948,375,18,4,6,2,"L6",1,4201,0,1200,2580,4120
960,58905,1655,32,21,7,2,"L6",2,10687,108,600,850,3840
960,58577,1656,32,21,7,2,"L6",2,10167,108,0,1060,3840
960,58856,1657,32,21,7,2,"L6",2,9718,108,0,1240,3840
960,59858,1657,32,21,7,2,"L6",2,9718,411,600,1240,3840
960,46946,984,32,11,7,2,"L6",2,8919,130,1200,1560,3840
960,24666,34,39,7,12,2,"L14",1,3364,398,3000,3060,3880
960,72028,769,59,23,27,2,"L27",2,4044,0,3000,3120,4050
960,96976,461,59,27,27,2,"L27",2,2231,0,3600,3650,4050
960,72227,769,59,23,27,2,"L5",2,4044,0,2400,2770,4130
960,66689,250,66,22,7,2,"L16",2,7241,95,1800,2120,4080
960,68827,501,180,22,7,2,"L23",2,6254,87,2400,2500,3900
960,15337,261,262,2,16,2,"L26",1,1118,174,3000,3640,3900
960,14712,261,262,2,16,2,"L26",1,1118,174,3600,3640,3900
960,15387,261,262,2,16,2,"L26",1,1118,187,3000,3640,3900
960,12870,261,262,2,16,2,"L26",1,1118,187,3600,3640,3900
1020,41096,176,13,9,10,2,"L13",2,5756,18,6600,6690,7910
1020,41096,22,218,10,18,3,"L15",1,4618,287,7910,8210,9600
1020,64713,399,401,21,27,1,"L21",2,5896,453,7800,8210,9600
1020,64740,399,401,21,27,1,"L21",2,5896,751,7200,8210,9600
1020,64612,399,401,21,27,1,"L21",2,5896,810,6000,8210,9600
1020,66359,399,401,21,27,1,"L21",2,5896,627,6600,8210,9600
1020,29406,364,369,8,8,1,"L6",1,3423,238,7800,8130,9600
1020,48977,11,18,10,6,2,"L1",1,3029,251,6600,6920,8240
1020,48977,180,39,7,12,3,"L27",1,4169,163,8240,8510,9610
1020,70119,51,52,22,23,2,"L9",1,1040,55,6000,7960,8280
1020,70119,768,770,23,23,3,"L5",2,1330,185,8280,8420,9620
1020,19514,2,47,7,23,1,"L10",1,13570,514,6000,6290,9630
1020,49229,259,66,11,7,2,"L16",2,3212,174,6600,6810,7560
1020,49229,66,89,7,20,3,"L11",2,7526,19,7560,7690,9630
1020,71128,503,66,22,7,2,"L3",2,9973,70,3000,4030,7210
1020,71128,18,191,6,27,3,"L14",1,5656,87,7210,7820,9630
1020,71140,503,66,22,7,2,"L3",2,9973,70,4200,4240,7210
1020,71140,18,191,6,27,3,"L14",1,5656,163,7210,7820,9630
1020,50857,951,991,11,11,2,"L30",1,3234,484,7800,7950,8240
1020,50857,36,191,12,27,3,"L14",1,3772,387,8240,8500,9630
1020,68392,253,66,22,7,2,"L16",2,5954,70,7200,7200,9370
1020,68392,180,34,7,7,3,"L22",1,1348,217,9370,9410,9630
1020,56467,540,506,20,1,1,"L24",2,3963,96,7200,8860,9630
1020,20575,542,506,4,1,1,"L24",2,558,419,9000,9390,9630
1020,67914,501,32,22,7,1,"L3",2,12051,216,4200,5230,9630
1020,59930,983,32,21,7,1,"L3",2,8964,191,6000,6810,9630
1020,59758,983,32,21,7,1,"L3",2,8964,368,4800,6810,9630
1020,59777,983,32,21,7,1,"L3",2,8964,601,6600,6810,9630
1020,47641,988,32,6,7,1,"L3",2,4148,565,7800,8270,9630
1020,26750,1673,1678,8,1,1,"L7",1,5253,70,7200,7200,9630
1020,89201,303,387,26,8,2,"L20",2,13593,96,3000,3050,6530
1020,89201,369,1678,8,1,3,"L7",1,4775,70,6530,7550,9630
1020,26977,369,1678,8,1,1,"L7",1,4775,0,7200,7550,9630
1020,52312,1326,363,15,8,2,"L39",2,5931,188,1800,4720,5950
1020,52312,862,1678,8,1,3,"L7",1,1634,100,5950,9110,9630
1020,4846,1,955,1,21,1,"L3",1,9631,357,6000,6160,9650
1020,4386,1,955,1,21,1,"L3",1,9631,357,6000,6160,9650
1020,21703,374,506,4,1,2,"251",2,1027,170,3600,3640,3880
1020,21703,2,955,7,21,3,"L3",1,9374,0,3880,6160,9650
1020,21833,374,506,4,1,2,"251",2,1027,170,4800,5440,5740
1020,21833,2,955,7,21,3,"L3",1,9374,0,5740,6160,9650
1020,4873,376,2,1,7,2,"L6",1,1302,0,3000,3950,4490
1020,4873,2,955,7,21,3,"L3",1,9374,17,4490,6350,9650
1020,13352,354,362,2,3,2,"L2",2,2404,93,1800,3610,5450
1020,13352,2,955,7,21,3,"L3",1,9374,93,5450,6350,9650
1020,41566,176,180,9,7,2,"L13",2,8053,87,4200,4740,6800
1020,41566,18,955,6,21,3,"L3",1,7827,104,6800,7070,9650
1020,4656,1677,180,1,7,2,"L9",2,7544,87,2400,3440,6090
1020,4656,18,955,6,21,3,"L3",1,7827,87,6090,7070,9650
1020,23902,319,619,10,6,2,"L36",2,1934,250,4800,5370,5810
1020,23902,18,955,6,21,3,"L3",1,7827,70,5810,7070,9650
1020,4808,1678,180,1,7,2,"L9",2,7082,157,2400,3700,6090
1020,4808,18,955,6,21,3,"L3",1,7827,104,6090,7070,9650
1020,3984,1677,180,1,7,2,"L9",2,7544,95,0,1690,4450
1020,3984,18,955,6,21,3,"L3",1,7827,87,4450,7070,9650
1020,13045,295,619,2,6,2,"L262",2,1237,172,4800,5740,6270
1020,13045,18,955,6,21,3,"L3",1,7827,70,6270,7070,9650
1020,72142,766,1,23,1,1,"L5",2,11012,340,4800,5410,9650
1020,71402,156,1,23,1,1,"L5",2,9536,45,5400,6070,9650
1020,71477,156,1,23,1,1,"L5",2,9536,0,6000,6070,9650
1020,71310,156,1,23,1,1,"L5",2,9536,340,5400,6070,9650
1020,72078,158,1,23,1,1,"L5",2,9220,0,6000,6390,9650
1020,71770,770,1,23,1,1,"L5",2,9052,0,6000,6530,9650
1020,79293,459,1,24,1,1,"L5",2,8767,340,6000,6690,9650
1020,51050,60,1,12,1,1,"L5",2,5722,359,7800,7840,9650
1020,25634,64,1,7,1,1,"L5",2,3533,234,8400,8520,9650
1020,32672,862,180,8,7,2,"L9",2,8411,147,3000,3090,6090
1020,32672,18,235,6,19,3,"L16",1,8913,87,6090,6550,9660
1020,93079,379,79,26,20,1,"L20",2,4722,31,7200,7690,9660
1020,95513,74,77,26,26,2,"L11",1,1486,0,7800,8340,8660
1020,95513,92,377,26,26,3,"L21",1,3169,11,8660,8660,9660
1020,95643,74,77,26,26,2,"L11",1,1486,0,7800,8280,8720
1020,95643,92,377,26,26,3,"L21",1,3169,11,8720,8740,9660
1020,21145,542,506,4,1,2,"L35",2,558,170,7200,7410,7610
1020,21145,2,1334,7,9,3,"L4",1,5525,0,7610,7680,9660
1020,5517,376,49,1,22,1,"L6",1,12711,171,4800,4990,9660
1020,80256,459,180,24,7,2,"L22",2,6582,122,7200,7350,9280
1020,80256,18,34,6,7,3,"L5",1,1535,389,9280,9300,9670
1020,39963,110,1697,18,8,1,"L7",2,12404,159,3600,4210,9670
1020,40015,177,1697,9,8,1,"L7",2,10067,331,4200,5280,9670
1020,40217,177,1697,9,8,1,"L7",2,10067,400,4800,5280,9670
1020,23494,1328,1697,5,8,1,"L7",2,8573,331,5400,5920,9670
1020,40553,1337,1343,9,5,2,"L4",2,2255,43,4200,4210,5310
1020,40553,1330,1697,5,8,3,"L7",2,7754,59,5310,6330,9670
1020,40013,1331,1697,5,8,1,"L7",2,7429,247,4800,6550,9670
1020,10555,1692,1697,2,8,1,"L7",2,5371,140,7200,7510,9670
1020,29643,1696,1697,8,8,1,"L7",2,1178,331,8400,9420,9670
1020,16434,295,66,2,7,2,"L17",2,2523,0,3600,4430,5230
1020,16434,66,96,7,26,3,"L11",2,9994,0,5230,6920,9680
1020,16706,295,66,2,7,2,"L17",2,2523,70,3600,4430,5230
1020,16706,66,96,7,26,3,"L11",2,9994,103,5230,6920,9680
1020,16287,295,66,2,7,2,"L17",2,2523,70,6000,6020,6610
1020,16287,66,96,7,26,3,"L11",2,9994,103,6610,6920,9680
1020,16945,295,619,2,6,2,"L262",2,1237,238,4800,5740,6270
1020,16945,66,96,7,26,3,"L11",2,9994,0,6270,6920,9680
1020,96062,94,96,26,26,1,"L11",2,1321,16,9000,9340,9680
1020,69964,51,399,22,21,1,"L9",1,3449,11,7800,7960,9680
1020,63916,44,46,21,23,2,"L10",1,3271,493,5400,7250,7570
1020,63916,1652,399,23,21,3,"L9",1,2409,488,7570,8740,9680
1020,31583,389,180,8,7,2,"L9",2,10362,136,3600,3740,7460
1020,31583,180,223,7,11,3,"L23",1,3054,0,7460,8580,9690
1020,31872,390,180,8,7,2,"L9",2,9914,87,3600,3940,7460
1020,31872,180,223,7,11,3,"L23",1,3054,0,7460,8580,9690
1020,62961,1656,18,21,6,2,"L9",1,6752,0,3600,4490,6630
1020,62961,180,223,7,11,3,"L23",1,3054,87,6630,8580,9690
1020,92327,73,18,26,6,2,"L11",1,9977,87,3000,4070,6990
1020,92327,180,223,7,11,3,"L23",1,3054,87,6990,8580,9690
1020,62859,54,18,21,6,2,"L13",1,9828,0,4800,4870,7220
1020,62859,180,223,7,11,3,"L23",1,3054,101,7220,8580,9690
1020,86301,70,18,25,6,2,"L11",1,10909,87,4200,4410,7550
1020,86301,180,223,7,11,3,"L23",1,3054,87,7550,8580,9690
1020,62968,56,66,21,7,2,"L10",2,9118,70,5400,5860,7690
1020,62968,180,223,7,11,3,"L23",1,3054,101,7690,8580,9690
1020,68316,504,27,22,6,1,"L23",2,3693,536,7200,8570,9690
1020,15118,353,362,2,3,2,"L2",2,2758,232,3600,3610,5450
1020,15118,2,184,7,23,3,"L5",1,8960,107,5450,6360,9690
1020,97283,57,66,21,7,1,"L10",2,6346,1296,7800,7890,9700
1020,97279,58,66,21,7,1,"L10",2,6021,489,7800,8060,9700
1020,90381,306,382,26,4,1,"L20",2,9193,49,6000,6810,9700
1020,78768,44,402,21,27,1,"L21",2,2581,693,8400,8850,9700
1020,70276,50,54,22,21,2,"L13",1,3615,117,4800,4810,6290
1020,70276,44,402,21,27,3,"L21",2,2581,481,6290,8850,9700
1020,64511,44,402,21,27,1,"L21",2,2581,749,7200,8850,9700
1020,78732,44,402,21,27,1,"L21",2,2581,684,7800,8850,9700
1020,64895,44,402,21,27,1,"L21",2,2581,926,7200,8850,9700
1020,69377,51,984,22,11,1,"L6",2,4058,22,7200,7770,9700
1020,75976,181,188,23,23,2,"L13",2,2285,4,4800,6720,7250
1020,75976,52,984,23,11,3,"L6",2,3602,26,7250,8000,9700
1020,76103,740,741,23,23,2,"L5",1,1924,64,4200,4220,4770
1020,76103,52,984,23,11,3,"L6",2,3602,66,4770,8000,9700
1020,44487,317,364,10,8,2,"L7",2,7199,14,3600,3970,6580
1020,44487,364,374,8,4,3,"L6",1,6965,0,6580,7210,9700
1020,28487,363,374,8,4,1,"L6",1,7206,95,7200,7210,9700
1020,35896,369,2,8,7,2,"L6",1,5829,0,3000,3320,5550
1020,35896,2,1665,7,24,3,"L66",1,10170,0,5550,5700,9700
1020,70404,254,180,22,7,2,"L23",2,4380,146,4200,4720,5850
1020,70404,18,1665,6,24,3,"L66",1,8623,114,5850,6350,9700
1020,15477,1679,40,2,27,2,"L9",2,10495,41,3600,4020,7730
1020,15477,40,1665,27,24,3,"L66",1,4267,0,7730,7840,9700
1020,77512,770,464,23,27,2,"L27",2,2516,54,6600,6640,7390
1020,77512,1658,1665,27,24,3,"L66",1,3602,98,7390,8040,9700
1020,77525,767,464,23,27,2,"L5",2,3836,54,5400,5680,7430
