bus,direction,stop_index,stop_id
L9,2,36,11651
L9,2,37,10188
L9,2,38,10048
L9,2,39,10049
251,1,0,10506
251,1,1,10381
251,1,2,10382
251,1,3,10383
251,1,4,10543
251,1,5,10544
251,1,6,10545
251,1,7,10546
251,1,8,10547
251,1,9,10548
251,1,10,10549
251,1,11,10550
251,1,12,10551
251,1,13,10552
251,1,14,10553
251,1,15,10554
251,1,16,10555
251,1,17,10556
251,1,18,10557
251,1,19,10558
251,1,20,10559
251,1,21,10560
251,1,22,10561
251,1,23,10562
251,1,24,10563
251,1,25,10564
251,1,26,10565
251,1,27,10566
251,1,28,10567
251,1,29,10568
251,1,30,10569
251,1,31,11704
251,1,32,11705
251,1,33,11706
251,1,34,11707
251,2,0,11708
251,2,1,11709
251,2,2,11710
251,2,3,11711
251,2,4,10592
251,2,5,10593
251,2,6,10594
251,2,7,10595
251,2,8,10596
251,2,9,10597
251,2,10,10598
251,2,11,10599
251,2,12,10600
251,2,13,10601
251,2,14,10602
251,2,15,10603
251,2,16,10604
251,2,17,10605
251,2,18,10606
251,2,19,10607
251,2,20,10608
251,2,21,10609
251,2,22,10610
251,2,23,10611
251,2,24,10612
251,2,25,10613
251,2,26,10614
251,2,27,10615
251,2,28,10616
251,2,29,10617
251,2,30,10618
251,2,31,10373
251,2,32,10374
251,2,33,10375
251,2,34,10506
